Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T(Sentence(Number,P/T Article Title,P/T Sentence Text,P/T Article Title (FR),P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Exception,Comments,Text Difference Tracked,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,QC,NBC,Div B,9.36.5.10.(2),Modeling Building Envelope of Proposed House,"Except for penetrations, slab-on-ground edge insulation and assemblies with embedded heating pipes, where a building envelope component or assembly covers less than 2% of the total area of the assembly type to which it belongs, its thermal characteristics are not required to be calculated as belonging to a distinct assembly, provided the area of the component or assembly is included in an adjacent assembly having the same orientation (See note A-9.36.5.10.(2).)",Modélisation de l’enveloppe du bâtiment de la maison proposée,"Sauf pour les pénétrations, l’isolation des rives des dalles sur sol et les
ensembles comportant des tuyaux de chauffage noyés, si un ensemble ou un
composant de l’enveloppe du bâtiment couvre moins de 2 % de l’aire totale du type
d’ensemble auquel il appartient, il n’est pas nécessaire d’en calculer séparément les
caractéristiques thermiques si son aire est incluse dans un ensemble adjacent ayant la
même orientation (voir la note A-9.36.5.10. 2)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(3),Modeling Building Envelope of Proposed House,"Building envelope assemblies with the same thermal characteristics and orientation are not required to be calculated as distinct assemblies, provided their area is included in an adjacent assembly.",Modélisation de l’enveloppe du bâtiment de la maison proposée,"Il n’est pas exigé de faire des calculs distincts pour les ensembles de l’enveloppe
du bâtiment ayant les mêmes caractéristiques thermiques et la même orientation si leur
aire est incluse dans un ensemble adjacent.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(4),Modeling Building Envelope of Proposed House,Building envelope assemblies and components separating conditioned space from enclosed unconditioned space shall have a solar heat gain coefficient equal to 0.,Modélisation de l’enveloppe du bâtiment de la maison proposée,"Les ensembles et les composants de l’enveloppe du bâtiment qui séparent un espace climatisé d’un espace fermé non climatisé doivent avoir un coefficient de gain
solaire égal à 0.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(5),Modeling Building Envelope of Proposed House,"Except as stated in Sentence 9.36.5.6.(9), the energy model calculations for the proposed house shall account for the effects of exterior permanent and fixed shading devices, including fins, overhangs, and light shelves, on solar heat gain.",Modélisation de l’enveloppe du bâtiment de la maison proposée,"Sous réserve du paragraphe 9.36.5.6. 9), les calculs du modèle de consommation
énergétique pour la maison proposée doivent tenir compte des effets sur le gain solaire
des dispositifs d’ombrage extérieurs permanents et fixes, y compris les pare-soleil,
les surplombs et les déflecteurs.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(6),Modeling Building Envelope of Proposed House,"Where thermal mass is included in the energy model calculations for the proposed house, it shall be set as the specified mass up to the inside edge of insulation in exterior walls, the mass of interior walls, the mass up to the centre-line of party walls, and the mass of floors, as applicable, the specified mass of the building envelope assembly, where the energy model calculations include a transient analysis of thermal transfer of the entire building envelope assembly, or a default value of 0.060 MJ/m2·°C.",Modélisation de l’enveloppe du bâtiment de la maison proposée,"Si la masse thermique est incluse dans les calculs du modèle de consommation
énergétique pour la maison proposée, elle doit être établie comme suit :
a) la masse spécifiée jusqu’au bord intérieur de l’isolation dans les murs
extérieurs, la masse des murs intérieurs, la masse jusqu’à l’axe des murs
mitoyens et la masse des planchers, selon le cas;
b) la masse spécifiée de l’ensemble de l’enveloppe du bâtiment lorsque les
calculs du modèle de consommation énergétique incluent une analyse
provisoire du transfert de chaleur de l’ensemble entier de l’enveloppe du
bâtiment; ou
c) une valeur par défaut de 0,060 MJ/m2 · °C.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(7),Modeling Building Envelope of Proposed House,"Exterior walls, roofs and exposed floors shall have a solar absorptance of 0.4.",Modélisation de l’enveloppe du bâtiment de la maison proposée,"Les murs extérieurs, les toits et les planchers exposés doivent avoir une absorptance solaire de 0,4.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(8),Modeling Building Envelope of Proposed House,The orientation of the foundation of the proposed house as constructed shall be within 22.5° of the orientation used in the energy model calculations.,Modélisation de l’enveloppe du bâtiment de la maison proposée,"L’orientation des fondations de la maison proposée telle qu’elle est construite
doit se situer à moins de 22,5° de l’orientation utilisée dans les calculs du modèle
de consommation énergétique.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(9),Modeling Building Envelope of Proposed House,"The airtightness value used in the energy model calculations for the proposed house shall be 3.2 air changes per hour at 50 Pa pressure differential, where the construction complies with Section 9.25., 2.5 air changes per hour at 50 Pa pressure differential, where it can be shown that the air barrier system is constructed in accordance with Subsection 9.25.3. and Articles 9.36.2.9.and 9.36.2.10., or where airtightness is tested in accordance with Sentence 9.36.5.10.(11), the number of air changes per hour at 50 Pa pressure differential, and the equivalent leakage area (see note A-9.36.5.10.(9)(c)(ii)).",Modélisation de l’enveloppe du bâtiment de la maison proposée,"La valeur d’étanchéité à l’air utilisée dans les calculs du modèle de
consommation énergétique pour la maison proposée doit correspondre :
a) à 3,2 renouvellements d’air par heure sous une pression différentielle de 50 Pa si la construction est confnorme à la section 9.25.;
b) à 2,5 renouvellements d’air par heure sous une pression différentielle de 50 Pa s’il peut être démontré que le système d’étanchéité à l’air est construit
conformément à la sous-section 9.25.3. ainsi qu’aux articles 9.36.2.9.
et 9.36.2.10.; ou
c) si elle est déterminée conformément au paragraphe 11) :
i) au nombre de renouvellements d’air par heure sous une
pression différentielle de 50 Pa; et
ii) à l’aire de fuite équivalente (voir la note A-9.36.5.10. 9)c)ii)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.11.(1),Modeling HVAC System of Proposed House,"Where multiple HVAC systems serve a single space, the energy model calculations for the proposed house shall call each system in the order of priority established by the system control in the proposed house.",Modélisation des installations CVCA de la maison proposée,"Si des installations multiples desservent un espace unique, les calculs du
modèle de consommation énergétique pour la maison proposée doivent considérer
chaque installation dans l’ordre de priorité établi par la commande des installations
respectives de la maison proposée.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.11.(10),Modeling HVAC System of Proposed House,"Where a heat-recovery ventilator is installed in the proposed house, the energy model calculations shall only account for the recovery of sensible heat using the efficiency ratings in Sentence 9.36.3.9.(3). (See note A-9.36.5.11.(10).)",Modélisation des installations CVCA de la maison proposée,"Si un ventilateur récupérateur de chaleur est installé dans la maison proposée,
les calculs du modèle de consommation énergétique doivent tenir compte seulement
de la récupération de la chaleur sensible déterminée à l’aide des coefficients d’efficacité
énergétique décrits au paragraphe 9.36.3.9. 3) (voir la note A-9.36.5.11. 10)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.11.(11),Modeling HVAC System of Proposed House,"Except as provided in Sentence 9.36.5.11.(12), where a forced-air system is installed in the proposed house, the energy model calculations shall assume the circulation fan operates when the heating, cooling or principal ventilation system is operating. (See note A-9.36.5.11.(11).)",Modélisation des installations CVCA de la maison proposée,"Sous réserve du paragraphe 12), si une installation à air pulsé est mise en place
dans la maison proposée, les calculs du modèle de consommation énergétique doivent
supposer que le ventilateur de recirculation fonctionne chaque fois que l’installation de
chauffage, l’installation de refroidissement ou l’installation de ventilation principale
est en marche (voir la note A-9.36.5.11. 11)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.11.(12),Modeling HVAC System of Proposed House,"Where a forced-air system is installed in the proposed house and where the principal ventilation system in the proposed house is a separate, fully ducted ventilation system, the energy model calculations shall assume the circulation fan operates only when the heating or cooling system is operating.",Modélisation des installations CVCA de la maison proposée,"Si une installation à air pulsé est mise en place dans la maison proposée et si
l’installation de ventilation principale dans la maison proposée est une installation de
ventilation distincte à raccordement direct, les calculs du modèle de consommation
énergétique doivent supposer que le ventilateur de recirculation fonctionne seulement chaque fois que l’installation de chauffage ou l’installation de refroidissement est en
marche.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.11.(13),Modeling HVAC System of Proposed House,"Where the proposed house contains multiple HVAC systems, the circulation fan power shall be the sum of the circulation fan power capacity of each system.",Modélisation des installations CVCA de la maison proposée,"Si la maison proposée comporte des installations CVCA multiples, la puissance
du ventilateur de recirculation doit être égale à la somme de la capacité des ventilateurs
de recirculation de chaque installation.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.11.(14),Modeling HVAC System of Proposed House,"The ventilation fan power consumption shall be modeled as being 2.32 W/L/s for each ventilation fan on the exhaust side and, where applicable, on the supply side, or as specified, where a heat-recovery ventilator is used.",Modélisation des installations CVCA de la maison proposée,"La consommation du ventilateur doit être modélisée comme étant :
a) de 2,32 W/L/s pour chaque ventilateur du côté extraction et, le cas échéant,
du côté alimentation; ou b) confnorme aux spécifications si un ventilateur récupérateur de chaleur est
utilisé.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.11.(15),Modeling HVAC System of Proposed House,"Where a forced-air system is installed in the proposed house, the energy model calculations shall determine the flow rate, in L/s, of the circulation fan in the reference house by multiplying the capacity, in W, of the heating system in the proposed house by 0.0604 for heat pumps, and 0.0251 for all other types of heating systems.",Modélisation des installations CVCA de la maison proposée,"Si une installation à air pulsé est mise en place dans la maison proposée, les
calculs du modèle de consommation énergétique doivent déterminer le débit, en L/s,
du ventilateur de recirculation de la maison de référence en multipliant la puissance,
en W, de l’installation de chauffage de la maison proposée par :
a) 0,0604 pour les thermopompes; et
b) 0,0251 pour tous les autres types d’installations de chauffage.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
