Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,3.2.4.4.(2),Description of Fire Alarm Systems ,"A 2-stage fire alarm system shall (a) cause an alert signal to sound upon the operation of any manual station, waterflow detecting device, or fire detector, (b) automatically cause an alarm signal to sound if the alert signal is not acknowledged within 5 min of its initiation, and (c) have manual stations, each of which is equipped so that the use of a key or other similar device causes an alarm signal to sound that continues to sound upon removal of the key or similar device from the manual station (see Note A-3.2.4.4.(2)(c)).",obc2019_divb,Div B,3.2.4.4.(2),3.2.4.4. Description of Fire Alarm Systems ,"A two stage fire alarm system shall, (a) cause an alert signal to sound upon the operation of any manual pull station or fire detector, (b) except for a Group B, Division 2 occupancy, automatically cause an alarm signal to sound if the alert signal is not acknowledged within 5 min of its initiation, (c) have each manual pull station equipped so that the use of a key or other similar device causes an alarm signal to sound and continue to sound upon the removal of the key or similar device from the manual pull station, and (See Appendix A.) (d) in a building containing a hotel, (i) cause an alarm signal to sound in the initiating fire zone in the hotel, and (ii) cause an alert signal to sound throughout the hotel and such parts of the building as is necessary to alert hotel staff. ",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.4.(3),Description of Fire Alarm Systems ,"A 2-stage fire alarm system is permitted to be zone coded so that, upon the operation of any manual station, waterflow detecting device, or fire detector, (a) a coded alert signal is sounded indicating the zone of alarm initiation, (b) the coded alert signal is repeated in its entirety not less than 4 times, and (c) a continuous alert signal is sounded upon completion of the coded signals referred to in Clause 3.2.4.4.(3)(b) and Sentence 3.2.4.4.(4).",obc2019_divb,Div B,3.2.4.4.(3),3.2.4.4. Description of Fire Alarm Systems ,"A two stage fire alarm system is permitted to be zone coded so that, upon the operation of any manual pull station or fire detector, (a) a coded alert signal is sounded indicating the zone of alarm initiation, (b) the coded alert signal is repeated in its entirety no fewer than four times, and (c) a continuous alert signal is sounded upon completion of the coded signals referred to in Clause (b) and Sentence (4).",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.4.(4),Description of Fire Alarm Systems ,"If a second manual station, waterflow detecting device, or fire detector is operated in a fire alarm system with zone coding as permitted by Sentence 3.2.4.4.(3), in a zone other than that for which the first alert signal was sounded, the coded alert signal for the first zone shall be completed before the coded alert signal for the second zone is repeated not less than 4 times.",obc2019_divb,Div B,3.2.4.4.(4),3.2.4.4. Description of Fire Alarm Systems ,"If a second manual pull station or fire detector is operated in a fire alarm system with zone coding as permitted by Sentence (3), in a zone other than that for which the first alert signal was sounded, the coded alert signal for the first zone shall be completed before the coded alert signal for the second zone is repeated no fewer than four times.",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.5.(1),Installation and Verification of Fire Alarm Systems ,"Fire alarm systems, including the voice communication capability where provided, shall be installed in conformance with ULC CAN/ULC-S524-14 Installation of Fire Alarm Systems",obc2019_divb,Div B,3.2.4.5.(1),3.2.4.5. Installation and Verification of Fire Alarm Systems ,"Fire alarm systems, including those with voice communication capability, shall be installed in conformance with CAN/ULC-S524, ""Installation of Fire Alarm Systems"".",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.5.(2),Installation and Verification of Fire Alarm Systems ,Fire alarm systems shall be verified in conformance with ULC CAN/ULC-S537-13 Verification of Fire Alarm Systems to ensure they are operating satisfactorily.,obc2019_divb,Div B,3.2.4.5.(2),3.2.4.5. Installation and Verification of Fire Alarm Systems ,"A fire alarm system shall be verified in conformance with CAN/ULC-S537, ""Verification of Fire Alarm Systems"", to ensure satisfactory operation.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.6.(1),Silencing of Alarm Signals ,"A fire alarm system shall be designed so that when an alarm signal is actuated, it cannot be silenced automatically before a period of time has elapsed that is not less than 5 min for a building not required to be equipped with an annunciator, and 20 min for any other building.",obc2019_divb,Div B,3.2.4.7.(1),3.2.4.7. Silencing of Alarm Signals ,"Except as permitted by Sentence (3), a fire alarm system shall be designed so that when an alarm signal is actuated it cannot be silenced automatically before a period of time has elapsed that is not less than, 5 min for a building not required to be equipped with an annunciator, and 20 min for any other building.",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.6.(2),Silencing of Alarm Signals ,"Except as permitted by Sentence 3.2.4.18.(7) and Sentences 3.2.4.22.(2) and 3.2.4.22.(3), a fire alarm system shall not incorporate manual silencing switches other than those installed inside the fire alarm control unit. (See Note A-3.2.4.6.(2).) ",obc2019_divb,Div B,3.2.4.7.(2),3.2.4.7. Silencing of Alarm Signals ,"Except as permitted by Sentences 3.2.4.20.(9) and 3.2.4.23.(2) and (3), a fire alarm system shall not incorporate manual silencing switches other than those installed inside the fire alarm control unit. (See Appendix A.)",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.7.(1),Signals to Fire Department ,"A single stage fire alarm system installed in a building of assembly occupancy that has an occupant load more than 300 shall be designed to notify the fire department, in conformance with Sentence (4), that an alarm signal has been initiated.",obc2019_divb,Div B,3.2.4.8.(1),3.2.4.8. Signals to Fire Department ,"If a fire alarm system is required to be installed and a single stage system is provided, the system shall be designed to notify the fire department in conformance with Sentence (4) that an alarm signal has been initiated in, (a) a Group A occupancy having an occupant load more than 300, (b) a Group B occupancy, (c) a Group F, Division 1 occupancy, (d) a building regulated by the provisions of Subsection 3.2.6., (e) a building containing interconnected floor space required to conform to Articles 3.2.8.3. to 3.2.8.11., or (f) a retirement home.",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.7.(2),Signals to Fire Department ,A fire alarm system that includes waterflow-indicating devices shall be designed to notify the fire department in conformance with Sentence 3.2.4.7.(4) when an alarm is initiated.,obc2019_divb,Div B,3.2.4.8.(2),3.2.4.8. Signals to Fire Department ,"A fire alarm system that includes waterflow indicating devices shall be designed to notify the fire department, in conformance with Sentence (4), that an alarm has been initiated.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.7.(3),Signals to Fire Department ,"A 2-stage fire alarm system shall be designed to notify the fire department, in conformance with Sentence 3.2.4.7.(4), that an alert signal has been initiated.",obc2019_divb,Div B,3.2.4.8.(3),3.2.4.8. Signals to Fire Department ,"If a fire alarm system is required to be installed and a two stage system is provided, the system shall be designed to notify the fire department, in conformance with Sentence (4), that an alert signal has been initiated.",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.7.(4),Signals to Fire Department ,"Notification of the fire department, as required by Sentences 3.2.4.7.(1) , 3.2.4.7.(2) and 3.2.4.7.(3), shall be provided in conformance with ULC CAN/ULC-S561-13 Installation and Services for Fire Signal Receiving Centres and Systems (See Note A-3.2.4.7.(4).)",obc2019_divb,Div B,3.2.4.8.(4),3.2.4.8. Signals to Fire Department ,"Notification of the fire department required by Sentences (1) to (3) shall be by way of, (a) signals to a central station conforming to CAN/ULC-S561, ""Installation and Services for Fire Signal Receiving Centres and Systems"", or (b) the municipal fire alarm system. ",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.7.(5),Signals to Fire Department ,"Where a single stage fire alarm system is installed in a building that is not sprinklered throughout and Sentence 3.2.4.7.(1) does not apply, a legible notice that is not easily removed shall be affixed to the wall near each manual station stating that the fire department is to be notified in the event of a fire emergency, and the emergency telephone number for the municipality or for the fire department (see Note A-3.2.4.7.(5)(b)).",obc2019_divb,Div B,3.2.4.8.(5),3.2.4.8. Signals to Fire Department ,"Where a single stage fire alarm system is installed in a building that is not sprinklered, and Sentence (1) does not apply, a legible notice, that is not easily removed, shall be affixed to the wall near each manual pull station stating, that the fire department is to be notified in the event of a fire emergency, and the emergency telephone number for the municipality or the telephone number of the fire department. (See Appendix A.)",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.8.(1),Annunciator and Zone Indication ,"Except as permitted by Sentences 3.2.4.8.(3) to 3.2.4.8.(5), an annunciator shall be installed in close proximity to a building entrance that faces a street or an access route for fire department vehicles that complies with Sentence 3.2.5.5.(1).",obc2019_divb,Div B,3.2.4.9.(1),3.2.4.9. Annunciator and Zone Indication ,"Except as permitted by Sentences (3) to (5), an annunciator shall be installed in close proximity to a building entrance that faces a street or an access route for fire department vehicles that complies with Sentence 3.2.5.5.(1).",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.8.(2),Annunciator and Zone Indication ,"Except as permitted by Sentence 3.2.4.8.(6), the annunciator required by Sentence 3.2.4.8.(1) shall have separate zone indication of the actuation of the alarm initiating devices in each (a) floor area so that the area of coverage for each zone in a building that is not sprinklered is not more than 2?000 m2 , (b) floor area so that the area of coverage for each zone is neither (i) more than one storey, nor (ii) more than the system area limits specified in NFPA 13-2013 Installation of Sprinkler Systems (c) shaft required to be equipped with smoke detectors, (d) air-handling system required to be equipped with smoke detectors, (e) fire extinguishing system required by NFPA 96-2014 Ventilation Control and Fire Protection of Commercial Cooking Operations (f) contained use area, (g) impeded egress zone, and (h) fire compartment required by Sentence 3.3.3.5.(2).",obc2019_divb,Div B,3.2.4.9.(2),3.2.4.9. Annunciator and Zone Indication ,"Except as permitted by Sentence (6), the annunciator required by Sentence (1) shall have separate zone indication of the actuation of the alarm initiating devices in each, (a) floor area so that in a building that is not sprinklered, the area of coverage for each zone is neither more than, (i) 1 storey, nor (ii)  2000 m2, (b) floor area so that in a building that is sprinklered, the area of coverage for each zone is neither more than, (i) 1 storey, nor (ii) the system area limits as specified in NFPA 13, ""Installation of Sprinkler Systems"", (c) shaft required to be equipped with fire detectors, (d) air handling system required to be equipped with smoke detectors, (e) fire extinguishing system required by NFPA 96, ""Ventilation Control and Fire Protection of Commercial Cooking Operations"", (f) contained use area, (g) impeded egress zone, (h) fire compartment required by Sentence 3.3.3.5.(2) or Sentence 3.3.4.11.(2), and (i) fire compartment required to be separated by vertical fire separations having a fire-resistance rating not less than 2 h, other than dwelling units described in Subsection 3.3.4. ",,Common Sentence,Yes,Fire Detection and Notification,,,,,
