Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,National Article Title (FR),National Sentence Text (FR),P/T Article Title (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,9.36.5.3.(6),Compliance ,"Both the proposed and reference houses shall be modeled using the same climatic data, soil conditions, operating schedules in Article 9.36.5.4. and temperature set-points.",obc2019divb,Div B,9.32.3.12.(10),9.32.3.12. Outdoor Intake and Exhaust Openings ,"Except for clothes dryers, exhaust outlets shall be fitted with screens of mesh not larger than 15 mm, except where climatic conditions may require larger openings.",,Common ,Yes,Outdoor Intake and Exhaust Openings,,,,,,,,,,
2015,ON,NBC,Div B,9.5.5.2.(1),Doorways to Public Water-Closet Rooms ,Doorways to public water-closet rooms shall be not less than 810 mm wide and 2?030 mm high.,obc2019divb,Div B,9.5.11.2.(1),9.5.11.2. Doors to Public Water Closet Rooms ,Doors to public water closet rooms shall be not less than 810 mm wide and 2 030 mm high.,,Common ,Yes,Doors to Public Water Closet Rooms,,,,,,,,,,
2015,ON,NBC,Div B,1.1.1.1.(2),Application of this code,"This Code applies to both site-built and factory-constructed buildings. (See
Note A-1.1.1.1.(2).)",obc2019divb,Div B,9.1.1.9.(1),9.1.1.9. Site Assembled and Factory-Built Buildings (See Appendix ,"Except as provided in Sentence (2), a manufactured building intended for residential occupancy is deemed to comply with this Code if it is designed and constructed in compliance with,(a) CSA Z240.2.1, ""Structural Requirements for Manufactured Homes"", if the building is constructed in sections not wider than 4.88 m, or (b) CSA A277, ""Procedures for Factory Certification of Buildings"". ",,Common Sentence,Yes,Site Assembled and Factory-Built Buildings,,,,,,,,,,
2015,ON,NBC,Div B,9.10.1.3.(11),Items under Part 3 Jurisdiction ,"Where fuel-fired appliances are installed on a roof, such appliances shall be installed in conformance with Article 3.6.1.5. ",obc2019divb,Div B,9.10.1.4.(2),9.10.1.4. Items Under Part 6 Jurisdiction ,"Where fuel-fired appliances are installed on a roof, such appliances shall be installed in conformance with Part 6.",,Common Sentence,Yes,Items Under Part 6 Jurisdiction,,,,,,,,,,
2015,ON,NBC,Div B,9.10.1.3.(8),Items under Part 3 Jurisdiction ,"Sprinkler systems shall be designed, constructed and installed in conformance with Articles 3.2.5.12. to 3.2.5.15. and 3.2.5.17. ",obc2019divb,Div B,9.10.1.3.(8),9.10.1.3. Items Under Part 3 Jurisdiction ,"Sprinkler systems shall be designed, constructed and installed in conformance with Sentence 3.2.5.7.(1), Articles 3.2.5.13. to 3.2.5.16. and Article 3.2.5.18. (See Appendix A.)",,Common Sentence,Yes,Items Under Part 3 Jurisdiction,,,,,,,,,,
2015,ON,NBC,Div B,9.10.1.3.(9),Items under Part 3 Jurisdiction ,"Standpipe and hose systems shall be designed, constructed and installed in conformance with Articles 3.2.5.8. to 3.2.5.11. and 3.2.5.17. ",obc2019divb,Div B,9.10.1.3.(9),9.10.1.3. Items Under Part 3 Jurisdiction ,"Standpipe and hose systems shall be designed, constructed and installed in conformance with Article 3.2.5.18. and Subsection 3.2.9. ",,Common Sentence,Yes,Items Under Part 3 Jurisdiction,,,,,,,,,,
2015,ON,NBC,Div B,9.10.1.4.(1),Items under Part 6 Jurisdiction ,"In kitchens containing commercial cooking equipment used in processes producing grease-laden vapours, the equipment shall be designed and installed in conformance with Article 6.3.1.7. (See Note A-9.10.1.4.(1).)",obc2019divb,Div B,9.10.1.4.(1),9.10.1.4. Items Under Part 6 Jurisdiction ,"In kitchens containing commercial cooking equipment used in processes producing grease-laden vapours, the equipment shall be designed and installed in conformance with Part 6. (See Appendix A.)",,Common Sentence,Yes,Items Under Part 6 Jurisdiction,,,,,,,,,,
2015,ON,NBC,Div B,9.10.10.4.(2),Location of Fuel-Fired Appliances ,"Except as required in the appliance installation standards referenced in
Sentences 6.2.1.5.(1), 9.33.5.2.(1) and 9.33.5.3.(1), fuel-fired space-heating appliances, space-cooling appliances, service water heaters and laundry appliances need not be separated from the remainder of the building as required in Sentence (1), a) where the appliances serve
i) not more than one room or suite, or ii) a building with a building area of not more  than 400 m2 and a building height of not more than 2 storeys, or b) where the appliances i) serve a house with a  secondary suite including their common
spaces, and ii) are located in a service room where both sides of any wall
assemblies and the underside of any floor-ceiling framing separating this room from both dwelling units or their common spaces are protected by a continuous smoke-tight barrier consisting of not less than 12.7 mm thick gypsum board.",obc2019divb,Div B,9.10.10.4.(2),9.10.10.4. Appliances and Equipment to be Located in a Service ,"Except as required in the appliance installation standards referenced in Sentences 6.2.1.4.(1) and 9.33.1.2.(1), fuel-fired space-heating appliances, space-cooling appliances and service water heaters need not be separated from the remainder of the building as required in Sentence (1) where the equipment serves,(a) not more than one room or suite, (b) a house, or (c) a building, other than a house, with a building area of not more than 400 mÂ² and a building height of not more than 2 storeys. ",,Common Sentence,Yes,Appliances and Equipment to be Located in a Service,,,,,,,,,,
2015,ON,NBC,Div B,9.10.11.1.(1),Required Firewalls ,"Except as provided in Article 9.10.11.2., a party wall on a property line shall be constructed as a firewall. (See Note A-3.2.3.4.(1).)",obc2019divb,Div B,9.10.11.1.(1),9.10.11.1. Required Firewalls ,"Except as provided in Articles 9.10.11.2. and 9.10.11.4., a party wall on a property line shall be constructed as a firewall.",,Common Sentence,Yes,Required Firewalls,,,,,,,,,,
2015,ON,NBC,Div B,9.10.11.2.(1),Firewalls Not Required ,"Except as stated in Sentence 9.10.11.2.(2), a party wall on a property line of a building of residential occupancy need not be constructed as a firewall, provided it is constructed as a fire separation having not less than a 1 h fire-resistance rating, where the party wall separates two dwelling units where there is no dwelling unit above another dwelling unit, a dwelling unit and a house with a secondary suite including their common spaces, or two houses with a secondary suite including their common spaces.",obc2019divb,Div B,9.10.11.2.(1),9.10.11.2. Firewalls Not Required ,"A party wall on a property line need not be constructed as a firewall provided it is constructed as a fire separation having not less than a 1 h fire-resistance rating if, (a) the property line is between houses, or (b) the property line is between dwelling units in a building of residential occupancy, other than a house, in which there is no dwelling unit above another dwelling unit. ",,Common Sentence,Yes,Firewalls Not Required,,,,,,,,,,
2015,ON,NBC,Div B,9.10.12.3.(1),Exterior Walls Meeting at an Angle ,"Except as provided in Article 9.9.4.5., where exterior walls of a building meet at an external angle of 135° or less, the horizontal distance from an unprotected opening in one exterior wall to an unprotected opening in the other exterior wall shall be not less than 1.2 m, where these openings are in different fire compartments, or in different dwelling units, ancillary spaces or common spaces in a house with a secondary suite.",obc2019divb,Div B,9.10.12.3.(1),9.10.12.3. Exterior Walls Meeting at an Angle ,"Except as provided in Article 9.9.4.5., where exterior walls of a building meet at an external angle of less than 135Â°, the horizontal distance from an opening in one wall to an opening in the other wall shall be not less than 1.2 m where the openings are in different fire compartments.",,Common Sentence,Yes,Exterior Walls Meeting at an Angle,,,,,,,,,,
2015,ON,NBC,Div B,9.10.12.4.(2),Protection of Soffits ,"Except as provided in Sentences (4) and (5), the construction described in Sentence (1) shall have no unprotected openings and shall be protected in accordance with Sentence (3), where the soffit encloses
a) a common attic or roof space that spans more than 2 suites of residential occupancy and projects beyond the exterior wall of the building, b) a floor spacewhere an upper storey projects beyond the exterior wall of a lower storey and i) a fire separation is required at the floor between the two, or ii) the floor separates dwelling units from each other or a dwelling unit from an ancillary space or a common space in a house with a secondary suite, or c) a floor spacewhere an upper storey projects beyond the exterior wall of a lower storey, and the projection is continuous across i) a vertical fire separation separating two suites, or ii) a wall separating dwelling units from each other or a dwelling unit from an ancillary space or a common space in a house with a secondary suite.",obc2019divb,Div B,9.10.12.4.(2),9.10.12.4. Protection of Soffits ,"Except as provided in Sentences (4) and (5), the soffit described in Sentence (1) shall be protected in accordance with Sentence (3) where the soffit encloses,(a) a common attic or roof space that spans more than 2 suites of residential occupancy and projects beyond the exterior wall of the building, (b) a floor space where an upper storey projects beyond the exterior wall of a lower storey and a fire separation is required at the floor between the two storeys, or (c) a floor space where an upper storey projects beyond the exterior wall of a lower storey, and the projection is continuous across a vertical fire separation separating two suites. ",,Common Sentence,Yes,Protection of Soffits,,,,,,,,,,
2015,ON,NBC,Div B,9.10.13.1.(1),Closures ,"Except as provided in Article 9.10.13.2., openings in required fire separations shall be protected with a closure conforming to Table 9.10.13.1. and shall be installed in conformance with Chapters 2 to 14 of NFPA 80, �Fire Doors and Other Opening Protectives,� unless otherwise specified herein. (See also Article 9.10.3.1.)",obc2019divb,Div B,9.10.13.1.(1),9.10.13.1. Closures ,"Except as provided in Article 9.10.13.2., openings in required fire separations shall be protected with a closure conforming to Table 9.10.13.1. and shall be installed in conformance with NFPA 80, ""Fire Doors and Other Opening Protectives"", unless otherwise specified in this Part.",,Common Sentence,Yes,Closures,,,,,,,,,,
2015,ON,NBC,Div B,9.10.13.10.(2),Self-closing Device ,"Self-closing doors are not required between public corridors and suites in business and personal services occupancies, except in dead-end corridors.",obc2019divb,Div B,9.10.13.10.(2),9.10.13.10. Self-Closing Device ,"Self-closing devices are not required between public corridors and suites in business and personal services occupancies, except in,(a) dead-end corridors, or (b) a corridor that serves a hotel. ",,Common Sentence,Yes,Self-Closing Device,,,,,,,,,,
2015,ON,NBC,Div B,9.10.13.11.(1),Hold-Open Devices ,"Where hold-open devices are used on doors in required fire separations, they shall be installed in accordance with Article 3.1.8.14. ",obc2019divb,Div B,9.10.13.11.(1),9.10.13.11. Hold-Open Devices ,"Where hold-open devices are used on doors in required fire separations, they shall be installed in accordance with Article 3.1.8.12.",,Common Sentence,Yes,Hold-Open Devices,,,,,,,,,,
2015,ON,NBC,Div B,9.10.13.13.(5),Fire Dampers ,A duct serving commercial cooking equipment and piercing a required fire separation need not be equipped with a fire damper at the fire separation. (See also Article 6.3.1.7.),obc2019divb,Div B,9.10.13.13.(5),9.10.13.13. Fire Dampers ,A duct serving commercial cooking equipment and piercing a required fire separation need not be equipped with a fire damper at the fire separation.,,Common Sentence,Yes,Fire Dampers,,,,,,,,,,
2015,ON,NBC,Div B,9.10.13.15.(1),Doors between Garages and Dwelling Units ,A door between an attached or built-in garage and a dwelling unit shall be tight fitting and weather-stripped to provide an effective barrier against the passage of gas and exhaust fumes and shall be fitted with a self-closing device.,obc2019divb,Div B,9.10.13.15.(1),9.10.13.15. Doors Between Garages and Houses or Dwelling Units ,A door between an attached or built-in garage and the house or the individual dwelling unit it serves shall be tight-fitting and weatherstripped to provide an effective barrier against the passage of gases and exhaust fumes and shall be fitted with a self-closing device.,,Common Sentence,Yes,Doors Between Garages and Houses or Dwelling Units,,,,,,,,,,
