Code Year,Province/Territory,Code Book,National Division,NationalSentenceNumber,National Article Title,National Sentence Text,P/T Document,P/T Division,P/TSentenceNumber,P/T Article Title,P/T Sentence Text,Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(18),3.11.8.1. Recirculation Systems ,"Except for skimmers and gutters, all submerged suction and gravity fittings shall be clearly and permanently marked with a 50 mm wide band in a contrasting colour.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(19),3.11.8.1. Recirculation Systems ,Fittings returning water and/or air to the pool tank that are located within 300 mm of the water surface are permitted to have openings with one dimension more than 7 mm but shall contain no openings more than 25 mm in diameter.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.8.1.(20),3.11.8.1. Recirculation Systems ,Submerged skimmer equalizer fittings and vacuum fittings are not permitted in public pools.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(1),3.11.9.1. Dressing Rooms and Sanitary Facilities ,"Except as otherwise permitted in Sentences (2) and (3), every public pool shall be equipped with dressing rooms, locker rooms, shower heads, water closets, urinals, lavatories and drinking fountains that shall be designed, constructed and equipped to comply with Sentences (4) to (14).",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(2),3.11.9.1. Dressing Rooms and Sanitary Facilities ,"Where a Class A pool is installed on the premises of a recreational camp, dressing rooms, locker rooms, shower heads, water closets, urinals, lavatories and drinking fountains are not required if, dressing, water closet and shower facilities are conveniently available for bathers elsewhere on the premises, and foot sprays are provided in accordance with Sentence 3.11.3.1.(17). ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(3),3.11.9.1. Dressing Rooms and Sanitary Facilities ,"Where a Class B pool is installed, dressing rooms, locker rooms, shower heads, lavatories, water closets, drinking fountains and urinals are not required if, dressing, water closet and shower facilities are conveniently available elsewhere on the premises for bathers when the pool is open for use, and foot sprays are provided in accordance with Sentence 3.11.3.1.(17). ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(4),3.11.9.1. Dressing Rooms and Sanitary Facilities ,"The minimum number of water closets, urinals and lavatories shall be determined from Article 3.7.4.3. and Table 3.7.4.3.C. for an occupant load based on, the formula in Sentence 3.1.17.3.(1) for all public pools, except a wave action pool, or the formula in Sentence 3.1.17.3.(2) for a wave action pool. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(5),3.11.9.1. Dressing Rooms and Sanitary Facilities ,A minimum of one shower head shall be provided for every 40 bathers.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(6),3.11.9.1. Dressing Rooms and Sanitary Facilities ,"Where dressing and locker rooms, water closets and urinals are provided in conjunction with a public pool, they shall be located in such a manner that bathers, after using them, shall pass through or by a shower area to reach the pool deck. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(7),3.11.9.1. Dressing Rooms and Sanitary Facilities ,All shower heads shall be supplied with potable water at a pressure of at least 140 kPa.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(8),3.11.9.1. Dressing Rooms and Sanitary Facilities ,The shower water system shall have one or more tempering devices capable of being adjusted to ensure that water supplied to shower heads does not exceed 40°C.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(9),3.11.9.1. Dressing Rooms and Sanitary Facilities ,"Floors in washrooms, shower areas and passageways used by bathers shall slope to waste drains at not less than 1% and shall be of hard surfaced materials that do not become slippery when wet. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(10),3.11.9.1. Dressing Rooms and Sanitary Facilities ,Joints between floors and walls shall be coved in areas described in Sentence (9) and in dressing and locker rooms.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(11),3.11.9.1. Dressing Rooms and Sanitary Facilities ,"Hose bibbs shall be provided in safe locations convenient for flushing down the walls and floors in washrooms, shower areas and passageways used by bathers.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(12),3.11.9.1. Dressing Rooms and Sanitary Facilities ,"Partitions or walls shall be provided to ensure privacy of dressing rooms, washrooms and shower areas.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(13),3.11.9.1. Dressing Rooms and Sanitary Facilities ,The bottom of interior partitions in dressing rooms and washrooms shall be between 250 mm and 350 mm above the floor.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.9.1.(14),3.11.9.1. Dressing Rooms and Sanitary Facilities ,Dressing and locker room floors shall have non-slip surfaces that permit convenient and thorough cleaning and disinfecting. ,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(1),3.11.10.1. Lighting and Emergency Provisions ,"Except as provided in Sentences (2) and (3), rooms and spaces used by the public in conjunction with a public pool shall be capable of illumination to levels in compliance with Subsection 3.2.7. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(2),3.11.10.1. Lighting and Emergency Provisions ,"Dressing rooms, locker rooms, shower rooms, washrooms and passageways shall have an illumination level of at least 200 lx at floor level.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(3),3.11.10.1. Lighting and Emergency Provisions ,"An indoor pool or an outdoor pool that is intended to be open for use after sundown shall be equipped with a lighting system, that will maintain at any point on the pool deck and on the pool water surface an illumination level of at least, 200 lx in the case of an indoor pool, and 100 lx in the case of an outdoor pool, and that makes the underwater areas of the pool clearly visible from any point on the pool deck.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(4),3.11.10.1. Lighting and Emergency Provisions ,An outdoor pool that is intended to be open for use after sundown and an indoor pool shall be equipped with an independent emergency lighting system that automatically operates whenever the normal electrical power supply to a public pool lighting system fails.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(5),3.11.10.1. Lighting and Emergency Provisions ,"The independent emergency lighting system required in Sentence (4) shall be capable of illuminating the pool deck, washroom, shower, locker areas, pool water surface and all means of egress to a level of at least 10 lx.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(6),3.11.10.1. Lighting and Emergency Provisions ,An emergency power supply for the emergency lighting system required in Sentence (4) shall comply with Sentences 3.2.7.4.(1) and 3.2.7.7.(1) and Article 3.2.7.5.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(7),3.11.10.1. Lighting and Emergency Provisions ,An emergency telephone directly connected to an emergency service or to the local telephone utility shall be installed adjacent to the pool deck of every Class A pool.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(8),3.11.10.1. Lighting and Emergency Provisions ,A telephone accessible for emergency use shall be installed for every Class B pool within 30 m of the pool. ,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(9),3.11.10.1. Lighting and Emergency Provisions ,Every wave action pool shall have a public address system that shall be clearly audible in all portions of the pool.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(10),3.11.10.1. Lighting and Emergency Provisions ,"Every wave action pool shall have a communication system for the use of persons engaged in supervision or operation of the pool that shall be interconnected with each lifeguard control station, the first-aid room and the bather admission control centre.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(11),3.11.10.1. Lighting and Emergency Provisions ,The public address system and the communication system described in Sentences (9) and (10) shall be interconnected.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(12),3.11.10.1. Lighting and Emergency Provisions ,"All recirculating pumps used in a public pool shall be capable of being deactivated by an emergency stop button clearly labelled and located at, a Class A pool beside the telephone that is required in Sentence (7), and a Class B pool on the deck area.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(13),3.11.10.1. Lighting and Emergency Provisions ,"The emergency stop button in Sentence (12) shall, when used, activate an audible and a visual signal located by the emergency stop. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.10.1.(14),3.11.10.1. Lighting and Emergency Provisions ,"An emergency sign containing the words IN THE EVENT OF AN EMERGENCY PUSH EMERGENCY STOP BUTTON AND USE EMERGENCY PHONE, AUDIBLE AND VISUAL SIGNAL WILL ACTIVATE shall be in letters at least 25 mm high with a 5 mm stroke and posted above the emergency stop button. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.11.1.(1),3.11.11.1. Service Rooms and Storage Facilities ,"In addition to the requirements of this Subsection, service rooms shall comply with the requirements of Sentences 3.6.2.1.(5), 3.6.2.1.(7) and 3.6.2.1.(8) and Articles 3.5.3.3. and 3.6.2.2. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.11.1.(2),3.11.11.1. Service Rooms and Storage Facilities ,"Where compressed chlorine gas is used as a pool water disinfectant, the cylinders or containers of gas shall be located in a service room that, except as provided in Sentences 3.1.9.4.(3) to (7), is separated from the remainder of the building by a 1 h fire separation that is substantially gas tight, is designed for the sole purpose of containing all installed pressurized chlorine gas apparatus and piping and storing all chlorine gas containers or chlorine gas cylinders that are individually secured against toppling, is located at or above ground level, is provided with an exit door opening to the outdoors, has screened openings to the outdoors with at least one opening located within 150 mm from the floor and at least one opening located within 150 mm from the ceiling, each opening being 2% of the area of the floor, is equipped with emergency mechanical ventilation capable of producing at least 30 air changes per hour, taking suction at a maximum of 900 mm above the floor level and discharging at least 2 500 mm above ground level directly to the outdoors, and contains a platform weigh scale of at least 135 kg capacity for each chlorine cylinder in use.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.11.1.(3),3.11.11.1. Service Rooms and Storage Facilities ,Storage facilities shall be provided for the safe storage of all chemicals required in pool operations.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.11.1.(4),3.11.11.1. Service Rooms and Storage Facilities ,The storage facilities shall be ventilated and shall be equipped with a water hose connection and a floor drain.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.11.11.1.(5),3.11.11.1. Service Rooms and Storage Facilities ,"Service rooms and storage facilities, including rooms and facilities that contain electrical or mechanical equipment or chemicals or chemical feeders, shall be equipped with a secure locking device. ",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.12.1.1.(1),3.12.1.1. Application ,This Section applies to the design and construction of site-assembled public spas and factory-built public spas.,P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.12.1.1.(2),3.12.1.1. Application ,"If material alterations to a public spa or the equipment installed in a public spa affect the bottom slope, the water volume or the capacity of the water circulation system, the adversely affected portions shall comply with the requirements of this Division.",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.12.1.1.(3),3.12.1.1. Application ,"Except as provided in Sentence (4), if material alterations or repairs concern any pool fitting that passes water or air, or both, in or out of the pool tank, the affected fitting shall comply with Sentences 3.11.8.1.(20) and 3.12.4.1.(4) to (10).",P/T Only,Yes,,,,,,,
2015,ON,NBC,Div B,,,,obc2019_divb,Div B,3.12.1.1.(4),3.12.1.1. Application ,"If the material alterations or repairs concern a fitting cover or grille, the affected fitting cover or grille shall comply with Sentences 3.12.4.1.(7) to (10).",P/T Only,Yes,,,,,,,
