Division,P/T Section ID,Section Number,P/T Subsection ID,Subsection Number,P/T Article Title,P/T Sentence Number,P/T Sentence Text
B,ep001016.4,4.4,ep001016.4.5,4.4.5,Threaded Joints,es004557,Threaded joints in piping systems for flammable liquids or combustible liquids shall be made using joint compound or polytetrafluoroethylene tape conforming to ulcs642.
B,ep001016.4,4.4,ep001016.4.5,4.4.5,Welded Piping,es004558,"Welding of piping for flammable liquids or combustible liquids shall conform to ep001017.2 and to the appropriate provincial or territorial regulations or municipal bylaws, or in the absence of such regulations, to api1104."
B,ep001016.4,4.4,ep001016.4.5,4.4.5,Welded Piping,es004559,Flanged joints for piping shall be provided in welded systems at intervals that will facilitate dismantling and avoid subsequent in-place cutting and welding operations.
B,ep001016.4,4.4,ep001016.4.5,4.4.5,Flanged Joints,es004560,"Except as permitted in es004561, flanged joints for piping shall be made with forged or cast steel flanges designed, constructed and installed in conformance with asmeb16.5."
B,ep001016.4,4.4,ep001016.4.5,4.4.5,Flanged Joints,es004561,Bronze flanges for 50 mm diameter or smaller size piping referred to in ea002381 are permitted to be used where copper and brass piping is permitted.
B,ep001016.4,4.4,ep001016.4.5,4.4.5,Bolting Materials,es004562,Bolting materials for flanged connections in steel piping systems for flammable liquids or combustible liquids shall be of alloy steel equivalent to astma193m Grade B-7.
B,ep001016.4,4.4,ep001016.4.5,4.4.5,Gaskets,es004563,Gaskets in flanged connections shall be of a material resistant to the liquid being carried and capable of withstanding temperatures of at least 650°C without damage that would impair their function.
B,ep001016.4,4.4,ep001016.4.5,4.4.5,Mechanical Connections,es007424,"Mechanical connections in underground piping systems shall be readily accessible for inspection and maintenance, not be in direct contact with the soil, and be provided within a transition sump."
B,ep001016.4,4.4,ep001016.4.5,4.4.5,Penetrations into Sumps,es016150,All penetrations into a sump shall be situated at least 50 mm from the bottom of the sump. (See en001542.)
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Construction,es016121,"Except for vent risers and vertical fill piping systems, underground piping systems shall be of double-walled construction. (See en021007.)"
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Location,es004576,Piping shall be installed outdoors whenever possible and located so it will not create a hazard to buildings or equipment.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Location,es004577,"Where piping for flammable liquids or combustible liquids is installed within a building, the length of piping shall be as direct and as short as practicable."
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Location,es007425,It is not permitted to use any portion of a piping system in a manner that could damage it or for any purpose other than the transfer of product.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Location,es007329,Vent piping and connections for filling and emptying storage tanks shall be located in conformance with ep001016.3
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Supports for Aboveground Outdoor Piping,es004578,Aboveground outdoor piping shall be supported and arranged to prevent excessive vibration and stress on equipment connected to it.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Supports for Aboveground Outdoor Piping,es007426,"Where vehicular, watercraft or aircraft impact or physical damage is possible, protective guarding devices shall be provided for aboveground outdoor piping."
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Supports for Aboveground Outdoor Piping,es007427,Aboveground piping systems shall be supported such that they are not in direct contact with the surface of the ground.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Arrangement of Aboveground Outdoor Piping,es004580,"Aboveground outdoor piping shall not be located on the exterior of walls except on those of noncombustible construction, or above windows."
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Arrangement of Aboveground Outdoor Piping,es004581,"Aboveground outdoor piping shall not be located above roofs, except above roofs of impermeable and noncombustible construction with provision for accidental spillage provided in conformance with ep001016.1.6"
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Arrangement of Aboveground Outdoor Piping,es004582,"Where aboveground piping crosses roadways or railway sidings, ample overhead clearance and warning signs indicating the clearance height shall be provided."
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Arrangement of Aboveground Outdoor Piping,es004583,Piping passing though thesecondary containment walls of an aboveground storage tank shall be designed to prevent excessive stress resulting from settlement or fire exposure.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Arrangement of Underground Piping,es004584,Underground piping shall be located so it will not be damaged as a result of vibrations or settling of an adjacent building or structure.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Arrangement of Underground Piping,es004585,"Underground piping shall be located not less than 300 mm away from the foundations of any building or structure, except where such piping enters the building as permitted in ea002398"
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Arrangement of Underground Piping,es004586,Piping passing under railway tracks shall be installed in conformance with tc_pcur.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Arrangement of Underground Piping,es004587,Piping adjacent to railway tracks shall be installed in conformance with tc_goo32.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Installation of Underground Piping,es004588,"Underground piping shall be supported on undisturbed or compacted soil, or not less than 150 mm of clean sand, pea gravel or clean crushed stone, and backfilled on the top and sides with not less than 300 mm of pea gravel or clean crushed stone, or 300 mm of clean sand, free of cinders and stones, and compacted in layers not more than 300 mm thick."
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Piping in Service Tunnels,es007428,Piping for flammable liquids or combustible liquids shall not be located in service tunnels that are used for pedestrian traffic other than maintenance personnel.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Piping at Entrances to Buildings,es004591,Piping for flammable liquids or combustible liquids shall be located aboveground where the piping enters a building.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Piping at Entrances to Buildings,es004592,Piping referred to in es004591 shall be provided with inside and outside shut-off valves.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Piping at Entrances to Buildings,es004593,"Where piping referred to in es004591 passes through a wall that would restrict the expansion or contraction of the piping, pipe sleeves shall be provided at the wall penetration to facilitate such movement."
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Indoor Piping,es004594,Indoor piping for flammable liquids or combustible liquids shall either be supported overhead or be located in trenches conforming to ea002400
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Indoor Piping,es004595,Piping referred to in es004594 shall not be installed under combustible flooring.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Indoor Piping,es016122,Piping in trenches referred to in es004594 shall be covered with noncombustible material.
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Piping in Trenches,es004596,"Where indoor piping for flammable liquids or combustible liquids is installed in trenches, a trapped drainage system shall be provided."
B,ep001016.4,4.4,ep001016.4.6,4.4.6,Piping in Trenches,es004597,"When piping referred to in es004596 contains Class I liquids, the trench shall be provided with ventilation designed to prevent the accumulation of flammable vapours in accordance with Sentence 6.9.1.2.(2) of Division B of the nrcc-nbcae23."
