ID,Division,Article Title,Sentence Number,Sentence Text
ID99800,C,Registration and Renewal of a Registration,3.2.4.2.(2),"Subject to Articles 3.2.4.9. and 3.2.4.10., a person who, on December 31, 2013, is registered in a class of registration under Sentence 3.2.4.2.(1) of Division C of Ontario Regulation 350/06 (Building Code) made under the Act and complies with the conditions of registration set out in Article 3.2.4.7. of Division C of that regulation is deemed to be registered in the class of registration under Sentence 3.2.4.2.(1) of this Code, and for these purposes, the person’s registration in the class of registration is deemed to continue until its term expires."
ID99802,C,Registration and Renewal of a Registration,3.2.4.2.(3),"For the purposes of a registration or a renewal of a registration, a person who, on December 31, 2013, has the qualifications set out in Clause 3.2.4.2.(1)(a) or (b), as applicable, of Division C of Ontario Regulation 350/06 in a class of registration is deemed to have the qualifications set out in Clause 3.2.4.2.(1)(a) or (b), as applicable, of this Code, in the class of registration, but ceases to be deemed to have these qualifications if the person does not successfully complete a knowledge maintenance examination as required under Subclause 3.2.4.7.(1)(d)(i) or (ii), as applicable."
ID99806,C,Application for Registration or Renewal of a Registration,3.2.4.3.(1),An application for registration or renewal of a registration shall be made to the director in a form established by the director.
ID99810,C,Application for Registration or Renewal of a Registration,3.2.4.3.(2),An application for renewal of a registration shall be made at least 60 days before the expiry of the registration to be renewed.
ID99812,C,Application for Registration or Renewal of a Registration,3.2.4.3.(3),An application for registration or renewal of a registration shall include an undertaking by the applicant or registered person to comply with the conditions set out in Article 3.2.4.7.
ID99814,C,Application for Registration or Renewal of a Registration,3.2.4.3.(4),"If a partnership or a corporation is the applicant for registration or renewal of a registration, the application shall set out the names and residence addresses of all its partners, directors or officers, as the case may be."
ID99816,C,Application for Registration or Renewal of a Registration,3.2.4.3.(5),"An application for registration or renewal of a registration shall contain the names of all partners, directors, officers or employees of the applicant or registered person, as the case may be, and all other persons engaged by the applicant or registered person, who, (a) have the qualifications set out in Clause 3.2.4.2.(1)(a) in the class or classes of registration for which the application is made, and (b) have the qualifications set out in Clause 3.2.4.2.(1)(b) and will review and take responsibility for the design activities provided to the public by the applicant or registered person in the class or classes of registration for which the application is made."
ID99821,C,Application for Registration or Renewal of a Registration,3.2.4.3.(6),"An application for registration or renewal of a registration shall contain evidence, provided by the applicant or registered person, that the persons referred to in Sentence (5) have the qualifications set out in Clause 3.2.4.2.(1)(a) or (b)."
ID99823,C,Application for Registration or Renewal of a Registration,3.2.4.3.(7),"An application for registration or renewal of a registration shall contain evidence, provided by the applicant or registered person in such form and in such detail as may be required by the director, that the applicant or registered person is covered by the insurance required under Subsection 3.6.2. during the term of the registration applied for."
ID99829,C,Term,3.2.4.4.(1),"A registration expires one year after it is issued but the director may, for the purposes of staggering the renewal dates of the registrations, issue the initial registration for a term of not less than 90 days and not more than 18 months."
ID99834,C,Fees,3.2.4.5.(1),"The fee payable for an application to take an examination that is part of an examination program referred to in Clause 3.2.4.2.(1)(a) or (b) is $150. O. Reg. 332/12, Division C, Sentence 3.2.4.5. (1)."
ID99837,C,Fees,3.2.4.5.(2),"The fee for a registration is $202, for 2024 and subsequent calendar years. O. Reg. 390/23, s. 4."
ID99840,C,Fees,3.2.4.5.(3),"The fee for the addition of a new class of registration is $44, for 2024 and subsequent calendar years. O. Reg. 390/23, s. 4."
